Model,MAE ($),MAE Std,RMSE ($),RMSE Std,MAPE (%),R²,Train Time (s)
XGBoost,59877.4764856563,1166.3351679995103,110634.1676522526,8679.120276238888,11.241085457591883,0.9087140216426393,10.5
